"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Fine Particulate Matter (µg/m³)	# of Observations for Fine Particulate Matter	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Oklahoma"	"40"	"May 28, 2011"	"2011/05/28"	11.88	1813	9.20	14.80	1.24
	"Oklahoma"	"40"	"May 29, 2011"	"2011/05/29"	9.54	1813	6.40	12.10	1.08
	"Oklahoma"	"40"	"May 30, 2011"	"2011/05/30"	6.77	1813	2.40	8.80	1.08
	"Oklahoma"	"40"	"May 31, 2011"	"2011/05/31"	11.44	1813	6.50	18.60	3.33
	"Oklahoma"	"40"	"Jun 01, 2011"	"2011/06/01"	13.57	1813	10.90	16.00	1.19
	"Oklahoma"	"40"	"Jun 02, 2011"	"2011/06/02"	17.40	1813	15.60	22.60	1.11
	"Oklahoma"	"40"	"Jun 03, 2011"	"2011/06/03"	16.47	1813	11.50	20.30	1.70
	"Oklahoma"	"40"	"Jun 04, 2011"	"2011/06/04"	12.97	1813	7.30	26.50	3.47
	"Oklahoma"	"40"	"Jun 05, 2011"	"2011/06/05"	14.68	1813	8.80	34.70	4.27
	"Oklahoma"	"40"	"Jun 06, 2011"	"2011/06/06"	13.61	1813	8.20	20.00	3.02
	"Oklahoma"	"40"	"Jun 07, 2011"	"2011/06/07"	17.41	1813	2.20	55.60	8.98
	"Oklahoma"	"40"	"Jun 08, 2011"	"2011/06/08"	18.42	1813	10.40	29.60	3.00
	"Oklahoma"	"40"	"Jun 09, 2011"	"2011/06/09"	13.13	1813	7.40	20.60	2.51
	"Oklahoma"	"40"	"Jun 10, 2011"	"2011/06/10"	12.36	1813	10.40	15.20	0.90
	"Oklahoma"	"40"	"Jun 11, 2011"	"2011/06/11"	20.71	1813	15.60	29.80	2.14
	"Oklahoma"	"40"	"Jun 12, 2011"	"2011/06/12"	11.93	1813	8.00	20.90	2.48
	"Oklahoma"	"40"	"Jun 13, 2011"	"2011/06/13"	13.53	1813	10.30	17.50	1.28
	"Oklahoma"	"40"	"Jun 14, 2011"	"2011/06/14"	15.48	1813	12.40	17.90	1.02
	"Oklahoma"	"40"	"Jun 15, 2011"	"2011/06/15"	9.88	1813	7.80	12.70	0.86
	"Oklahoma"	"40"	"Jun 16, 2011"	"2011/06/16"	11.28	1813	6.30	20.10	2.63
	"Oklahoma"	"40"	"Jun 17, 2011"	"2011/06/17"	12.08	1813	9.50	14.50	1.00
	"Oklahoma"	"40"	"Jun 18, 2011"	"2011/06/18"	11.02	1813	9.60	13.30	0.69
	"Oklahoma"	"40"	"Jun 19, 2011"	"2011/06/19"	11.99	1813	9.30	13.90	0.85
	"Oklahoma"	"40"	"Jun 20, 2011"	"2011/06/20"	7.81	1813	5.50	9.90	0.97
	"Oklahoma"	"40"	"Jun 21, 2011"	"2011/06/21"	5.81	1813	3.80	9.80	1.29
	"Oklahoma"	"40"	"Jun 22, 2011"	"2011/06/22"	11.46	1813	8.60	14.80	1.26
	"Oklahoma"	"40"	"Jun 23, 2011"	"2011/06/23"	11.71	1813	7.90	14.90	1.62
	"Oklahoma"	"40"	"Jun 24, 2011"	"2011/06/24"	9.40	1813	7.90	11.90	0.71
	"Oklahoma"	"40"	"Jun 25, 2011"	"2011/06/25"	8.19	1813	6.80	13.90	1.30
	"Oklahoma"	"40"	"Jun 26, 2011"	"2011/06/26"	9.05	1813	6.90	10.60	0.73
	"Oklahoma"	"40"	"Jun 27, 2011"	"2011/06/27"	12.61	1813	6.20	39.10	8.13
	"Oklahoma"	"40"	"Jun 28, 2011"	"2011/06/28"	10.04	1813	5.10	18.20	2.37
	"Oklahoma"	"40"	"Jun 29, 2011"	"2011/06/29"	13.66	1813	9.10	20.70	1.75
	"Oklahoma"	"40"	"Jun 30, 2011"	"2011/06/30"	10.56	1813	7.70	15.10	1.91
	"Oklahoma"	"40"	"Jul 01, 2011"	"2011/07/01"	12.42	1813	8.10	16.20	1.42
	"Oklahoma"	"40"	"Jul 02, 2011"	"2011/07/02"	17.12	1813	12.00	30.80	3.41
	"Oklahoma"	"40"	"Jul 03, 2011"	"2011/07/03"	16.46	1813	11.90	22.70	1.61
	"Oklahoma"	"40"	"Jul 04, 2011"	"2011/07/04"	11.44	1813	7.80	15.40	1.08
	"Oklahoma"	"40"	"Jul 05, 2011"	"2011/07/05"	20.16	1813	10.60	29.10	3.60
	"Oklahoma"	"40"	"Jul 06, 2011"	"2011/07/06"	13.24	1813	9.90	18.80	1.95
	"Oklahoma"	"40"	"Jul 07, 2011"	"2011/07/07"	14.93	1813	9.60	24.10	2.03
	"Oklahoma"	"40"	"Jul 08, 2011"	"2011/07/08"	17.73	1813	9.00	26.60	3.57
	"Oklahoma"	"40"	"Jul 09, 2011"	"2011/07/09"	12.57	1813	8.10	19.60	1.79
	"Oklahoma"	"40"	"Jul 10, 2011"	"2011/07/10"	10.83	1813	6.70	15.40	1.81
	"Oklahoma"	"40"	"Jul 11, 2011"	"2011/07/11"	11.91	1813	6.30	25.20	2.88
	"Oklahoma"	"40"	"Jul 12, 2011"	"2011/07/12"	7.22	1813	1.00	15.80	2.50
	"Oklahoma"	"40"	"Jul 13, 2011"	"2011/07/13"	10.00	1813	4.50	14.70	1.76
	"Oklahoma"	"40"	"Jul 14, 2011"	"2011/07/14"	8.56	1813	4.00	13.30	1.90
	"Oklahoma"	"40"	"Jul 15, 2011"	"2011/07/15"	9.61	1813	4.50	14.40	1.41
	"Oklahoma"	"40"	"Jul 16, 2011"	"2011/07/16"	7.70	1813	3.80	11.00	1.21
	"Oklahoma"	"40"	"Jul 17, 2011"	"2011/07/17"	11.76	1813	9.00	15.50	1.26
	"Oklahoma"	"40"	"Jul 18, 2011"	"2011/07/18"	14.36	1813	6.90	21.40	2.74
	"Oklahoma"	"40"	"Jul 19, 2011"	"2011/07/19"	6.40	1813	2.00	10.70	1.28
	"Oklahoma"	"40"	"Jul 20, 2011"	"2011/07/20"	11.66	1813	6.10	14.80	1.50
	"Oklahoma"	"40"	"Jul 21, 2011"	"2011/07/21"	8.66	1813	3.30	13.30	1.53
	"Oklahoma"	"40"	"Jul 22, 2011"	"2011/07/22"	10.39	1813	7.00	13.70	1.22
	"Oklahoma"	"40"	"Jul 23, 2011"	"2011/07/23"	12.89	1813	9.30	17.00	1.56
	"Oklahoma"	"40"	"Jul 24, 2011"	"2011/07/24"	9.54	1813	3.00	14.60	1.68
	"Oklahoma"	"40"	"Jul 25, 2011"	"2011/07/25"	9.59	1813	3.90	12.00	1.30
	"Oklahoma"	"40"	"Jul 26, 2011"	"2011/07/26"	9.82	1813	6.30	12.40	1.12
	"Oklahoma"	"40"	"Jul 27, 2011"	"2011/07/27"	9.60	1813	6.80	12.30	1.00
	"Oklahoma"	"40"	"Jul 28, 2011"	"2011/07/28"	8.17	1813	1.90	14.90	3.19
	"Oklahoma"	"40"	"Jul 29, 2011"	"2011/07/29"	10.22	1813	6.80	15.40	1.90
	"Oklahoma"	"40"	"Jul 30, 2011"	"2011/07/30"	8.98	1813	5.30	11.80	1.50
	"Oklahoma"	"40"	"Jul 31, 2011"	"2011/07/31"	10.22	1813	4.90	15.20	1.62
	"Oklahoma"	"40"	"Aug 01, 2011"	"2011/08/01"	12.18	1813	7.60	19.10	2.43
	"Oklahoma"	"40"	"Aug 02, 2011"	"2011/08/02"	12.07	1813	8.00	16.70	2.22
	"Oklahoma"	"40"	"Aug 03, 2011"	"2011/08/03"	14.53	1813	7.80	17.10	1.67
	"Oklahoma"	"40"	"Aug 04, 2011"	"2011/08/04"	22.94	1813	17.00	28.50	2.14
	"Oklahoma"	"40"	"Aug 05, 2011"	"2011/08/05"	13.64	1813	6.90	19.80	3.05
	"Oklahoma"	"40"	"Aug 06, 2011"	"2011/08/06"	10.18	1813	5.40	14.50	1.80
	"Oklahoma"	"40"	"Aug 07, 2011"	"2011/08/07"	13.03	1813	8.30	15.90	1.46
	"Oklahoma"	"40"	"Aug 08, 2011"	"2011/08/08"	8.21	1813	5.20	10.60	1.22
	"Oklahoma"	"40"	"Aug 09, 2011"	"2011/08/09"	6.02	1813	2.00	7.90	0.90
	"Oklahoma"	"40"	"Aug 10, 2011"	"2011/08/10"	8.00	1813	4.50	10.80	1.25
	"Oklahoma"	"40"	"Aug 11, 2011"	"2011/08/11"	6.55	1813	3.20	10.30	1.83
	"Oklahoma"	"40"	"Aug 12, 2011"	"2011/08/12"	9.57	1813	7.40	13.80	1.32
	"Oklahoma"	"40"	"Aug 13, 2011"	"2011/08/13"	3.90	1813	0.00	8.00	1.99
	"Oklahoma"	"40"	"Aug 14, 2011"	"2011/08/14"	6.65	1813	0.40	16.70	2.49
	"Oklahoma"	"40"	"Aug 15, 2011"	"2011/08/15"	5.97	1813	2.40	9.10	1.45
	"Oklahoma"	"40"	"Aug 16, 2011"	"2011/08/16"	9.91	1813	4.70	16.00	2.26
	"Oklahoma"	"40"	"Aug 17, 2011"	"2011/08/17"	9.31	1813	4.70	11.20	1.17
	"Oklahoma"	"40"	"Aug 18, 2011"	"2011/08/18"	10.87	1813	5.90	14.40	1.22
	"Oklahoma"	"40"	"Aug 19, 2011"	"2011/08/19"	11.21	1813	4.80	20.60	2.22
	"Oklahoma"	"40"	"Aug 20, 2011"	"2011/08/20"	13.16	1813	9.40	16.60	1.01
	"Oklahoma"	"40"	"Aug 21, 2011"	"2011/08/21"	13.52	1813	7.50	17.10	1.52
	"Oklahoma"	"40"	"Aug 22, 2011"	"2011/08/22"	11.04	1813	8.70	14.70	1.21
	"Oklahoma"	"40"	"Aug 23, 2011"	"2011/08/23"	11.89	1813	8.40	16.70	1.96
	"Oklahoma"	"40"	"Aug 24, 2011"	"2011/08/24"	6.00	1813	2.00	11.20	1.59
	"Oklahoma"	"40"	"Aug 25, 2011"	"2011/08/25"	11.04	1813	3.60	14.40	2.14
	"Oklahoma"	"40"	"Aug 26, 2011"	"2011/08/26"	9.80	1813	5.70	12.30	1.06
	"Oklahoma"	"40"	"Aug 27, 2011"	"2011/08/27"	16.36	1813	11.90	18.00	1.17
	"Oklahoma"	"40"	"Aug 28, 2011"	"2011/08/28"	11.69	1813	6.40	15.80	1.72
	"Oklahoma"	"40"	"Aug 29, 2011"	"2011/08/29"	8.98	1813	6.30	10.90	0.90
	"Oklahoma"	"40"	"Aug 30, 2011"	"2011/08/30"	15.48	1813	12.10	19.40	1.75
	"Oklahoma"	"40"	"Aug 31, 2011"	"2011/08/31"	17.18	1813	12.60	20.80	1.62
	"Oklahoma"	"40"	"Sep 01, 2011"	"2011/09/01"	15.47	1813	11.30	18.60	1.44
	"Oklahoma"	"40"	"Sep 02, 2011"	"2011/09/02"	15.77	1813	11.80	18.20	1.13
	"Oklahoma"	"40"	"Sep 03, 2011"	"2011/09/03"	11.88	1813	7.50	14.90	1.43
	"Oklahoma"	"40"	"Sep 04, 2011"	"2011/09/04"	12.60	1813	8.60	16.70	1.21
	"Oklahoma"	"40"	"Sep 05, 2011"	"2011/09/05"	6.72	1813	4.90	9.20	0.83
	"Oklahoma"	"40"	"Sep 06, 2011"	"2011/09/06"	5.56	1813	1.50	7.80	1.04
	"Oklahoma"	"40"	"Sep 07, 2011"	"2011/09/07"	4.87	1813	1.90	8.90	1.36
	"Oklahoma"	"40"	"Sep 08, 2011"	"2011/09/08"	6.79	1813	2.50	11.50	1.29
	"Oklahoma"	"40"	"Sep 09, 2011"	"2011/09/09"	11.42	1813	7.80	15.60	1.83
	"Oklahoma"	"40"	"Sep 10, 2011"	"2011/09/10"	7.91	1813	5.10	10.20	1.06
	"Oklahoma"	"40"	"Sep 11, 2011"	"2011/09/11"	12.24	1813	6.70	16.20	1.44
	"Oklahoma"	"40"	"Sep 12, 2011"	"2011/09/12"	12.81	1813	7.80	17.60	1.49
	"Oklahoma"	"40"	"Sep 13, 2011"	"2011/09/13"	14.47	1813	10.50	22.10	1.50
	"Oklahoma"	"40"	"Sep 14, 2011"	"2011/09/14"	11.60	1813	7.20	14.90	1.29
	"Oklahoma"	"40"	"Sep 15, 2011"	"2011/09/15"	6.14	1813	1.90	8.90	1.62
	"Oklahoma"	"40"	"Sep 16, 2011"	"2011/09/16"	12.11	1813	10.30	15.10	0.84
	"Oklahoma"	"40"	"Sep 17, 2011"	"2011/09/17"	7.57	1813	2.00	12.30	2.00
	"Oklahoma"	"40"	"Sep 18, 2011"	"2011/09/18"	9.35	1813	2.70	14.40	2.08
	"Oklahoma"	"40"	"Sep 19, 2011"	"2011/09/19"	7.63	1813	5.30	9.40	0.75
	"Oklahoma"	"40"	"Sep 20, 2011"	"2011/09/20"	7.66	1813	5.20	10.20	1.03
	"Oklahoma"	"40"	"Sep 21, 2011"	"2011/09/21"	6.16	1813	3.80	9.00	1.01
	"Oklahoma"	"40"	"Sep 22, 2011"	"2011/09/22"	7.88	1813	3.60	10.10	1.22
	"Oklahoma"	"40"	"Sep 23, 2011"	"2011/09/23"	6.68	1813	4.10	12.60	1.39
	"Oklahoma"	"40"	"Sep 24, 2011"	"2011/09/24"	10.51	1813	3.80	12.50	1.73
	"Oklahoma"	"40"	"Sep 25, 2011"	"2011/09/25"	7.32	1813	3.40	9.60	1.03
	"Oklahoma"	"40"	"Sep 26, 2011"	"2011/09/26"	6.88	1813	4.10	9.00	0.77
	"Oklahoma"	"40"	"Sep 27, 2011"	"2011/09/27"	8.83	1813	3.60	16.80	2.13
	"Oklahoma"	"40"	"Sep 28, 2011"	"2011/09/28"	7.84	1813	4.50	9.70	0.84
	"Oklahoma"	"40"	"Sep 29, 2011"	"2011/09/29"	10.95	1813	6.80	13.00	1.00
	"Oklahoma"	"40"	"Sep 30, 2011"	"2011/09/30"	4.08	1813	0.50	6.90	1.05
	"Oklahoma"	"40"	"Oct 01, 2011"	"2011/10/01"	5.81	1813	3.90	8.80	1.30
	"Oklahoma"	"40"	"Oct 02, 2011"	"2011/10/02"	5.74	1813	3.80	8.50	1.05
	"Oklahoma"	"40"	"Oct 03, 2011"	"2011/10/03"	10.43	1813	8.70	12.60	0.85
	"Oklahoma"	"40"	"Oct 04, 2011"	"2011/10/04"	10.69	1813	7.90	14.90	1.38
	"Oklahoma"	"40"	"Oct 05, 2011"	"2011/10/05"	13.73	1813	10.30	16.00	1.27
	"Oklahoma"	"40"	"Oct 06, 2011"	"2011/10/06"	14.44	1813	11.30	18.20	1.51
	"Oklahoma"	"40"	"Oct 07, 2011"	"2011/10/07"	4.96	1813	3.60	6.60	0.58
	"Oklahoma"	"40"	"Oct 08, 2011"	"2011/10/08"	7.92	1813	5.60	8.80	0.65
	"Oklahoma"	"40"	"Oct 09, 2011"	"2011/10/09"	9.52	1813	3.20	13.50	2.50
	"Oklahoma"	"40"	"Oct 10, 2011"	"2011/10/10"	7.29	1813	3.90	10.30	1.39
	"Oklahoma"	"40"	"Oct 11, 2011"	"2011/10/11"	9.51	1813	2.70	13.70	2.73
	"Oklahoma"	"40"	"Oct 12, 2011"	"2011/10/12"	9.30	1813	6.40	11.70	1.00
	"Oklahoma"	"40"	"Oct 13, 2011"	"2011/10/13"	7.45	1813	5.70	11.20	0.93
	"Oklahoma"	"40"	"Oct 14, 2011"	"2011/10/14"	8.46	1813	7.30	11.40	0.84
	"Oklahoma"	"40"	"Oct 15, 2011"	"2011/10/15"	9.49	1813	6.80	13.80	1.50
	"Oklahoma"	"40"	"Oct 16, 2011"	"2011/10/16"	10.71	1813	8.90	13.40	0.94
	"Oklahoma"	"40"	"Oct 17, 2011"	"2011/10/17"	13.09	1813	11.10	15.00	0.67
	"Oklahoma"	"40"	"Oct 18, 2011"	"2011/10/18"	6.66	1813	4.10	9.80	1.04
	"Oklahoma"	"40"	"Oct 19, 2011"	"2011/10/19"	7.27	1813	6.00	8.70	0.51
	"Oklahoma"	"40"	"Oct 20, 2011"	"2011/10/20"	8.51	1813	6.80	12.70	1.23
	"Oklahoma"	"40"	"Oct 21, 2011"	"2011/10/21"	11.63	1813	9.60	16.50	1.29
	"Oklahoma"	"40"	"Oct 22, 2011"	"2011/10/22"	16.21	1813	13.10	20.30	1.69
	"Oklahoma"	"40"	"Oct 23, 2011"	"2011/10/23"	8.41	1813	6.90	10.80	0.78
	"Oklahoma"	"40"	"Oct 24, 2011"	"2011/10/24"	8.71	1813	7.00	12.90	1.08
	"Oklahoma"	"40"	"Oct 25, 2011"	"2011/10/25"	8.88	1813	5.90	12.40	1.40
	"Oklahoma"	"40"	"Oct 26, 2011"	"2011/10/26"	10.35	1813	5.70	16.40	2.64
	"Oklahoma"	"40"	"Oct 27, 2011"	"2011/10/27"	3.71	1813	0.00	7.00	1.87
	"Oklahoma"	"40"	"Oct 28, 2011"	"2011/10/28"	8.46	1813	5.20	11.30	1.16
	"Oklahoma"	"40"	"Oct 29, 2011"	"2011/10/29"	11.20	1813	8.70	15.60	1.42
	"Oklahoma"	"40"	"Oct 30, 2011"	"2011/10/30"	9.59	1813	6.00	15.10	1.40
	"Oklahoma"	"40"	"Oct 31, 2011"	"2011/10/31"	11.31	1813	10.50	13.00	0.38
	"Oklahoma"	"40"	"Nov 01, 2011"	"2011/11/01"	10.86	1813	9.50	14.50	0.99
	"Oklahoma"	"40"	"Nov 02, 2011"	"2011/11/02"	7.85	1813	4.00	12.60	1.56
	"Oklahoma"	"40"	"Nov 03, 2011"	"2011/11/03"	5.54	1813	4.00	11.60	1.27
	"Oklahoma"	"40"	"Nov 04, 2011"	"2011/11/04"	10.92	1813	7.10	13.90	1.40
	"Oklahoma"	"40"	"Nov 05, 2011"	"2011/11/05"	8.04	1813	5.40	12.20	1.20
	"Oklahoma"	"40"	"Nov 06, 2011"	"2011/11/06"	9.62	1813	7.40	13.20	1.56
	"Oklahoma"	"40"	"Nov 07, 2011"	"2011/11/07"	10.25	1813	7.10	11.80	0.68
	"Oklahoma"	"40"	"Nov 08, 2011"	"2011/11/08"	5.36	1813	1.40	9.40	2.21
	"Oklahoma"	"40"	"Nov 09, 2011"	"2011/11/09"	6.67	1813	3.10	11.30	1.47
	"Oklahoma"	"40"	"Nov 10, 2011"	"2011/11/10"	2.24	1813	0.00	9.10	1.81
	"Oklahoma"	"40"	"Nov 11, 2011"	"2011/11/11"	6.71	1813	5.50	8.20	0.72
	"Oklahoma"	"40"	"Nov 12, 2011"	"2011/11/12"	4.54	1813	3.30	8.60	0.79
	"Oklahoma"	"40"	"Nov 13, 2011"	"2011/11/13"	1.70	1813	0.00	10.00	2.24
	"Oklahoma"	"40"	"Nov 14, 2011"	"2011/11/14"	13.13	1813	8.80	15.20	1.36
	"Oklahoma"	"40"	"Nov 15, 2011"	"2011/11/15"	6.05	1813	1.70	12.30	1.80
	"Oklahoma"	"40"	"Nov 16, 2011"	"2011/11/16"	8.85	1813	7.00	10.90	1.04
	"Oklahoma"	"40"	"Nov 17, 2011"	"2011/11/17"	6.79	1813	4.30	14.00	1.66
	"Oklahoma"	"40"	"Nov 18, 2011"	"2011/11/18"	9.59	1813	8.00	10.40	0.43
	"Oklahoma"	"40"	"Nov 19, 2011"	"2011/11/19"	6.40	1813	1.10	11.70	2.54
	"Oklahoma"	"40"	"Nov 20, 2011"	"2011/11/20"	16.03	1813	12.60	19.10	1.19
	"Oklahoma"	"40"	"Nov 21, 2011"	"2011/11/21"	0.62	1813	0.00	2.70	0.67
	"Oklahoma"	"40"	"Nov 22, 2011"	"2011/11/22"	6.04	1813	4.30	9.20	0.76
	"Oklahoma"	"40"	"Nov 23, 2011"	"2011/11/23"	10.36	1813	8.90	12.70	0.67
	"Oklahoma"	"40"	"Nov 24, 2011"	"2011/11/24"	8.42	1813	6.10	13.20	1.10
	"Oklahoma"	"40"	"Nov 25, 2011"	"2011/11/25"	6.81	1813	4.20	9.60	1.07
	"Oklahoma"	"40"	"Nov 26, 2011"	"2011/11/26"	8.36	1813	5.80	11.90	1.16
	"Oklahoma"	"40"	"Nov 27, 2011"	"2011/11/27"	7.03	1813	3.50	9.70	1.53
	"Oklahoma"	"40"	"Nov 28, 2011"	"2011/11/28"	5.15	1813	2.80	9.60	1.32
	"Oklahoma"	"40"	"Nov 29, 2011"	"2011/11/29"	9.14	1813	6.90	12.80	1.01
	"Oklahoma"	"40"	"Nov 30, 2011"	"2011/11/30"	9.43	1813	7.20	15.00	1.50
	"Oklahoma"	"40"	"Dec 01, 2011"	"2011/12/01"	8.33	1813	7.20	10.30	0.55
	"Oklahoma"	"40"	"Dec 02, 2011"	"2011/12/02"	11.87	1813	9.20	17.10	1.79
	"Oklahoma"	"40"	"Dec 03, 2011"	"2011/12/03"	7.62	1813	4.30	10.10	1.21
	"Oklahoma"	"40"	"Dec 04, 2011"	"2011/12/04"	7.55	1813	4.70	13.00	1.46
	"Oklahoma"	"40"	"Dec 05, 2011"	"2011/12/05"	10.83	1813	6.40	15.20	2.38
	"Oklahoma"	"40"	"Dec 06, 2011"	"2011/12/06"	11.81	1813	6.20	16.70	1.75
	"Oklahoma"	"40"	"Dec 07, 2011"	"2011/12/07"	9.89	1813	7.00	17.60	2.27
	"Oklahoma"	"40"	"Dec 08, 2011"	"2011/12/08"	7.28	1813	1.10	17.50	3.16
	"Oklahoma"	"40"	"Dec 09, 2011"	"2011/12/09"	16.01	1813	12.70	22.80	2.30
	"Oklahoma"	"40"	"Dec 10, 2011"	"2011/12/10"	14.47	1813	9.70	23.90	3.13
	"Oklahoma"	"40"	"Dec 11, 2011"	"2011/12/11"	12.21	1813	8.40	16.60	1.40
	"Oklahoma"	"40"	"Dec 12, 2011"	"2011/12/12"	10.22	1813	8.40	14.10	1.23
	"Oklahoma"	"40"	"Dec 13, 2011"	"2011/12/13"	8.29	1813	1.30	15.90	3.16
	"Oklahoma"	"40"	"Dec 14, 2011"	"2011/12/14"	4.59	1813	2.40	6.50	1.10
	"Oklahoma"	"40"	"Dec 15, 2011"	"2011/12/15"	7.03	1813	5.30	12.20	1.35
	"Oklahoma"	"40"	"Dec 16, 2011"	"2011/12/16"	8.04	1813	6.60	11.70	1.03
	"Oklahoma"	"40"	"Dec 17, 2011"	"2011/12/17"	5.48	1813	2.60	9.40	1.80
	"Oklahoma"	"40"	"Dec 18, 2011"	"2011/12/18"	10.55	1813	6.90	18.40	2.61
	"Oklahoma"	"40"	"Dec 19, 2011"	"2011/12/19"	7.76	1813	4.30	10.50	1.68
	"Oklahoma"	"40"	"Dec 20, 2011"	"2011/12/20"	10.16	1813	8.30	15.30	1.11
	"Oklahoma"	"40"	"Dec 21, 2011"	"2011/12/21"	10.08	1813	6.90	16.80	1.81
	"Oklahoma"	"40"	"Dec 22, 2011"	"2011/12/22"	12.01	1813	10.00	13.80	0.92
	"Oklahoma"	"40"	"Dec 23, 2011"	"2011/12/23"	11.98	1813	10.00	17.20	1.65
	"Oklahoma"	"40"	"Dec 24, 2011"	"2011/12/24"	19.39	1813	11.70	29.90	3.73
	"Oklahoma"	"40"	"Dec 25, 2011"	"2011/12/25"	27.79	1813	20.80	42.20	4.23
	"Oklahoma"	"40"	"Dec 26, 2011"	"2011/12/26"	10.01	1813	7.00	13.40	1.32
	"Oklahoma"	"40"	"Dec 27, 2011"	"2011/12/27"	10.22	1813	8.20	15.00	1.42
	"Oklahoma"	"40"	"Dec 28, 2011"	"2011/12/28"	13.45	1813	10.00	23.90	2.74
	"Oklahoma"	"40"	"Dec 29, 2011"	"2011/12/29"	12.29	1813	9.60	19.10	1.73
	"Oklahoma"	"40"	"Dec 30, 2011"	"2011/12/30"	14.28	1813	10.90	23.20	2.55
	"Oklahoma"	"40"	"Dec 31, 2011"	"2011/12/31"	19.61	1813	14.50	25.10	2.23
"Total"	"Oklahoma"	"40"			10.33	661745	0.00	55.60	4.29
	"Oregon"	"41"	"Jan 01, 2011"	"2011/01/01"	21.89	2800	6.70	37.10	6.70
	"Oregon"	"41"	"Jan 02, 2011"	"2011/01/02"	4.77	2800	2.40	7.90	1.39
	"Oregon"	"41"	"Jan 03, 2011"	"2011/01/03"	8.68	2800	6.90	10.80	0.91
	"Oregon"	"41"	"Jan 04, 2011"	"2011/01/04"	16.22	2800	14.90	18.60	0.62
	"Oregon"	"41"	"Jan 05, 2011"	"2011/01/05"	11.01	2800	8.10	13.90	1.50
	"Oregon"	"41"	"Jan 06, 2011"	"2011/01/06"	4.25	2800	3.10	4.80	0.34
	"Oregon"	"41"	"Jan 07, 2011"	"2011/01/07"	14.88	2800	12.50	17.60	1.33
	"Oregon"	"41"	"Jan 08, 2011"	"2011/01/08"	14.51	2800	11.90	17.60	1.12
	"Oregon"	"41"	"Jan 09, 2011"	"2011/01/09"	0.67	2800	0.00	3.30	0.44
	"Oregon"	"41"	"Jan 10, 2011"	"2011/01/10"	13.65	2800	12.10	14.80	0.54
	"Oregon"	"41"	"Jan 11, 2011"	"2011/01/11"	9.62	2800	7.10	13.30	1.46
	"Oregon"	"41"	"Jan 12, 2011"	"2011/01/12"	8.97	2800	6.30	12.00	1.18
	"Oregon"	"41"	"Jan 13, 2011"	"2011/01/13"	12.50	2800	11.00	13.40	0.66
	"Oregon"	"41"	"Jan 14, 2011"	"2011/01/14"	13.54	2800	12.20	14.60	0.52
	"Oregon"	"41"	"Jan 15, 2011"	"2011/01/15"	14.51	2800	12.50	16.50	0.91
	"Oregon"	"41"	"Jan 16, 2011"	"2011/01/16"	20.01	2800	18.10	22.00	1.04
	"Oregon"	"41"	"Jan 17, 2011"	"2011/01/17"	18.98	2800	18.20	19.90	0.34
	"Oregon"	"41"	"Jan 18, 2011"	"2011/01/18"	8.14	2800	6.80	9.50	0.52
	"Oregon"	"41"	"Jan 19, 2011"	"2011/01/19"	13.54	2800	12.10	15.10	0.71
	"Oregon"	"41"	"Jan 20, 2011"	"2011/01/20"	15.05	2800	13.70	17.30	0.67
	"Oregon"	"41"	"Jan 21, 2011"	"2011/01/21"	33.37	2800	24.60	40.40	3.38
	"Oregon"	"41"	"Jan 22, 2011"	"2011/01/22"	16.92	2800	15.60	18.50	0.65
	"Oregon"	"41"	"Jan 23, 2011"	"2011/01/23"	14.47	2800	13.30	16.10	0.71
	"Oregon"	"41"	"Jan 24, 2011"	"2011/01/24"	27.84	2800	21.00	31.50	2.46
	"Oregon"	"41"	"Jan 25, 2011"	"2011/01/25"	17.84	2800	16.10	20.70	1.05
	"Oregon"	"41"	"Jan 26, 2011"	"2011/01/26"	14.86	2800	11.40	18.80	1.50
	"Oregon"	"41"	"Jan 27, 2011"	"2011/01/27"	12.83	2800	10.20	16.90	1.36
	"Oregon"	"41"	"Jan 28, 2011"	"2011/01/28"	20.79	2800	17.00	25.00	2.12
	"Oregon"	"41"	"Jan 29, 2011"	"2011/01/29"	10.39	2800	7.30	13.40	1.52
	"Oregon"	"41"	"Jan 30, 2011"	"2011/01/30"	11.93	2800	7.20	15.00	1.77
	"Oregon"	"41"	"Jan 31, 2011"	"2011/01/31"	13.01	2800	11.10	15.70	1.11
	"Oregon"	"41"	"Feb 01, 2011"	"2011/02/01"	8.87	2800	6.40	10.90	1.14
	"Oregon"	"41"	"Feb 02, 2011"	"2011/02/02"	7.38	2800	6.50	8.10	0.38
	"Oregon"	"41"	"Feb 03, 2011"	"2011/02/03"	15.34	2800	9.80	17.90	1.96
	"Oregon"	"41"	"Feb 04, 2011"	"2011/02/04"	14.02	2800	10.60	17.50	1.56
	"Oregon"	"41"	"Feb 05, 2011"	"2011/02/05"	9.91	2800	8.10	12.30	0.80
	"Oregon"	"41"	"Feb 06, 2011"	"2011/02/06"	2.19	2800	0.70	5.90	1.30
	"Oregon"	"41"	"Feb 07, 2011"	"2011/02/07"	10.95	2800	10.00	11.90	0.34
	"Oregon"	"41"	"Feb 08, 2011"	"2011/02/08"	6.38	2800	4.30	8.80	1.12
