"Notes"	"County"	"County Code"	"Year"	"Year Code"	Heat Wave Days Based on Daily Maximum Temperature	Average Heat Wave Days Based on Daily Maximum Temperature	Average Heat Wave Days Based on Daily Maximum Temperature Standard Deviation	Heat Wave Days Based on Daily Maximum Heat Index	Average Heat Wave Days Based on Daily Maximum Heat Index	Average Heat Wave Days Based on Daily Maximum Heat Index Standard Deviation	Heat Wave Days Based on Net Daily Heat Stress	Average Heat Wave Days Based on Net Daily Heat Stress	Average Heat Wave Days Based on Net Daily Heat Stress Standard Deviation	Population	Average Population
	"Caldwell County, TX"	"48055"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	24271	24271.00
"Total"	"Caldwell County, TX"	"48055"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	24271	24271.00
	"Calhoun County, TX"	"48057"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	20430	20430.00
"Total"	"Calhoun County, TX"	"48057"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	20430	20430.00
	"Callahan County, TX"	"48059"	"1981"	"1981"	4	4.00	0.00	6	6.00	0.00	4	4.00	0.00	10927	10927.00
"Total"	"Callahan County, TX"	"48059"			Not Applicable	4.00	0.00	Not Applicable	6.00	0.00	Not Applicable	4.00	0.00	10927	10927.00
	"Cameron County, TX"	"48061"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	221071	221071.00
"Total"	"Cameron County, TX"	"48061"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	221071	221071.00
	"Camp County, TX"	"48063"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	9416	9416.00
"Total"	"Camp County, TX"	"48063"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	9416	9416.00
	"Carson County, TX"	"48065"	"1981"	"1981"	9	9.00	0.00	9	9.00	0.00	9	9.00	0.00	6949	6949.00
"Total"	"Carson County, TX"	"48065"			Not Applicable	9.00	0.00	Not Applicable	9.00	0.00	Not Applicable	9.00	0.00	6949	6949.00
	"Cass County, TX"	"48067"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	7	7.00	0.00	30085	30085.00
"Total"	"Cass County, TX"	"48067"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	7.00	0.00	30085	30085.00
	"Castro County, TX"	"48069"	"1981"	"1981"	7	7.00	0.00	9	9.00	0.00	8	8.00	0.00	10521	10521.00
"Total"	"Castro County, TX"	"48069"			Not Applicable	7.00	0.00	Not Applicable	9.00	0.00	Not Applicable	8.00	0.00	10521	10521.00
	"Chambers County, TX"	"48071"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	0	0.00	0.00	18806	18806.00
"Total"	"Chambers County, TX"	"48071"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	0.00	0.00	18806	18806.00
	"Cherokee County, TX"	"48073"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	6	6.00	0.00	38624	38624.00
"Total"	"Cherokee County, TX"	"48073"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	6.00	0.00	38624	38624.00
	"Childress County, TX"	"48075"	"1981"	"1981"	7	7.00	0.00	10	10.00	0.00	9	9.00	0.00	6906	6906.00
"Total"	"Childress County, TX"	"48075"			Not Applicable	7.00	0.00	Not Applicable	10.00	0.00	Not Applicable	9.00	0.00	6906	6906.00
	"Clay County, TX"	"48077"	"1981"	"1981"	6	6.00	0.00	7	7.00	0.00	4	4.00	0.00	9613	9613.00
"Total"	"Clay County, TX"	"48077"			Not Applicable	6.00	0.00	Not Applicable	7.00	0.00	Not Applicable	4.00	0.00	9613	9613.00
	"Cochran County, TX"	"48079"	"1981"	"1981"	8	8.00	0.00	11	11.00	0.00	12	12.00	0.00	4778	4778.00
"Total"	"Cochran County, TX"	"48079"			Not Applicable	8.00	0.00	Not Applicable	11.00	0.00	Not Applicable	12.00	0.00	4778	4778.00
	"Coke County, TX"	"48081"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	3	3.00	0.00	3388	3388.00
"Total"	"Coke County, TX"	"48081"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	3388	3388.00
	"Coleman County, TX"	"48083"	"1981"	"1981"	3	3.00	0.00	3	3.00	0.00	2	2.00	0.00	10545	10545.00
"Total"	"Coleman County, TX"	"48083"			Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	Not Applicable	2.00	0.00	10545	10545.00
	"Collin County, TX"	"48085"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	153842	153842.00
"Total"	"Collin County, TX"	"48085"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	153842	153842.00
	"Collingsworth County, TX"	"48087"	"1981"	"1981"	7	7.00	0.00	10	10.00	0.00	6	6.00	0.00	4643	4643.00
"Total"	"Collingsworth County, TX"	"48087"			Not Applicable	7.00	0.00	Not Applicable	10.00	0.00	Not Applicable	6.00	0.00	4643	4643.00
	"Colorado County, TX"	"48089"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	19371	19371.00
"Total"	"Colorado County, TX"	"48089"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	19371	19371.00
	"Comal County, TX"	"48091"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	37758	37758.00
"Total"	"Comal County, TX"	"48091"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	37758	37758.00
	"Comanche County, TX"	"48093"	"1981"	"1981"	4	4.00	0.00	4	4.00	0.00	4	4.00	0.00	12835	12835.00
"Total"	"Comanche County, TX"	"48093"			Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	12835	12835.00
	"Concho County, TX"	"48095"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	3	3.00	0.00	3012	3012.00
"Total"	"Concho County, TX"	"48095"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	3012	3012.00
	"Cooke County, TX"	"48097"	"1981"	"1981"	5	5.00	0.00	4	4.00	0.00	4	4.00	0.00	28431	28431.00
"Total"	"Cooke County, TX"	"48097"			Not Applicable	5.00	0.00	Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	28431	28431.00
	"Coryell County, TX"	"48099"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	57412	57412.00
"Total"	"Coryell County, TX"	"48099"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	57412	57412.00
	"Cottle County, TX"	"48101"	"1981"	"1981"	8	8.00	0.00	8	8.00	0.00	7	7.00	0.00	2854	2854.00
"Total"	"Cottle County, TX"	"48101"			Not Applicable	8.00	0.00	Not Applicable	8.00	0.00	Not Applicable	7.00	0.00	2854	2854.00
	"Crane County, TX"	"48103"	"1981"	"1981"	3	3.00	0.00	5	5.00	0.00	5	5.00	0.00	4827	4827.00
"Total"	"Crane County, TX"	"48103"			Not Applicable	3.00	0.00	Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	4827	4827.00
	"Crockett County, TX"	"48105"	"1981"	"1981"	2	2.00	0.00	3	3.00	0.00	3	3.00	0.00	4973	4973.00
"Total"	"Crockett County, TX"	"48105"			Not Applicable	2.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	4973	4973.00
	"Crosby County, TX"	"48107"	"1981"	"1981"	6	6.00	0.00	12	12.00	0.00	9	9.00	0.00	8811	8811.00
"Total"	"Crosby County, TX"	"48107"			Not Applicable	6.00	0.00	Not Applicable	12.00	0.00	Not Applicable	9.00	0.00	8811	8811.00
	"Culberson County, TX"	"48109"	"1981"	"1981"	7	7.00	0.00	7	7.00	0.00	7	7.00	0.00	3425	3425.00
"Total"	"Culberson County, TX"	"48109"			Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	3425	3425.00
	"Dallam County, TX"	"48111"	"1981"	"1981"	8	8.00	0.00	11	11.00	0.00	12	12.00	0.00	6636	6636.00
"Total"	"Dallam County, TX"	"48111"			Not Applicable	8.00	0.00	Not Applicable	11.00	0.00	Not Applicable	12.00	0.00	6636	6636.00
	"Dallas County, TX"	"48113"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	1602319	1602319.00
"Total"	"Dallas County, TX"	"48113"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	1602319	1602319.00
	"Dawson County, TX"	"48115"	"1981"	"1981"	4	4.00	0.00	8	8.00	0.00	7	7.00	0.00	16435	16435.00
"Total"	"Dawson County, TX"	"48115"			Not Applicable	4.00	0.00	Not Applicable	8.00	0.00	Not Applicable	7.00	0.00	16435	16435.00
	"Deaf Smith County, TX"	"48117"	"1981"	"1981"	10	10.00	0.00	10	10.00	0.00	9	9.00	0.00	21118	21118.00
"Total"	"Deaf Smith County, TX"	"48117"			Not Applicable	10.00	0.00	Not Applicable	10.00	0.00	Not Applicable	9.00	0.00	21118	21118.00
	"Delta County, TX"	"48119"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	4810	4810.00
"Total"	"Delta County, TX"	"48119"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	4810	4810.00
	"Denton County, TX"	"48121"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	154588	154588.00
"Total"	"Denton County, TX"	"48121"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	154588	154588.00
	"DeWitt County, TX"	"48123"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	19081	19081.00
"Total"	"DeWitt County, TX"	"48123"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	19081	19081.00
	"Dickens County, TX"	"48125"	"1981"	"1981"	6	6.00	0.00	8	8.00	0.00	5	5.00	0.00	3377	3377.00
"Total"	"Dickens County, TX"	"48125"			Not Applicable	6.00	0.00	Not Applicable	8.00	0.00	Not Applicable	5.00	0.00	3377	3377.00
	"Dimmit County, TX"	"48127"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	11741	11741.00
"Total"	"Dimmit County, TX"	"48127"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	11741	11741.00
	"Donley County, TX"	"48129"	"1981"	"1981"	9	9.00	0.00	9	9.00	0.00	8	8.00	0.00	4129	4129.00
"Total"	"Donley County, TX"	"48129"			Not Applicable	9.00	0.00	Not Applicable	9.00	0.00	Not Applicable	8.00	0.00	4129	4129.00
	"Duval County, TX"	"48131"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	0	0.00	0.00	12725	12725.00
"Total"	"Duval County, TX"	"48131"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	0.00	0.00	12725	12725.00
	"Eastland County, TX"	"48133"	"1981"	"1981"	5	5.00	0.00	6	6.00	0.00	4	4.00	0.00	20317	20317.00
"Total"	"Eastland County, TX"	"48133"			Not Applicable	5.00	0.00	Not Applicable	6.00	0.00	Not Applicable	4.00	0.00	20317	20317.00
	"Ector County, TX"	"48135"	"1981"	"1981"	3	3.00	0.00	6	6.00	0.00	5	5.00	0.00	124047	124047.00
"Total"	"Ector County, TX"	"48135"			Not Applicable	3.00	0.00	Not Applicable	6.00	0.00	Not Applicable	5.00	0.00	124047	124047.00
	"Edwards County, TX"	"48137"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	3	3.00	0.00	2149	2149.00
"Total"	"Edwards County, TX"	"48137"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	2149	2149.00
	"Ellis County, TX"	"48139"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	61121	61121.00
"Total"	"Ellis County, TX"	"48139"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	61121	61121.00
	"El Paso County, TX"	"48141"	"1981"	"1981"	13	13.00	0.00	15	15.00	0.00	15	15.00	0.00	498981	498981.00
"Total"	"El Paso County, TX"	"48141"			Not Applicable	13.00	0.00	Not Applicable	15.00	0.00	Not Applicable	15.00	0.00	498981	498981.00
	"Erath County, TX"	"48143"	"1981"	"1981"	4	4.00	0.00	4	4.00	0.00	2	2.00	0.00	23235	23235.00
"Total"	"Erath County, TX"	"48143"			Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	23235	23235.00
	"Falls County, TX"	"48145"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	17986	17986.00
"Total"	"Falls County, TX"	"48145"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	17986	17986.00
	"Fannin County, TX"	"48147"	"1981"	"1981"	0	0.00	0.00	5	5.00	0.00	2	2.00	0.00	24231	24231.00
"Total"	"Fannin County, TX"	"48147"			Not Applicable	0.00	0.00	Not Applicable	5.00	0.00	Not Applicable	2.00	0.00	24231	24231.00
	"Fayette County, TX"	"48149"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	19824	19824.00
"Total"	"Fayette County, TX"	"48149"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	19824	19824.00
	"Fisher County, TX"	"48151"	"1981"	"1981"	2	2.00	0.00	3	3.00	0.00	3	3.00	0.00	5864	5864.00
"Total"	"Fisher County, TX"	"48151"			Not Applicable	2.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	5864	5864.00
	"Floyd County, TX"	"48153"	"1981"	"1981"	8	8.00	0.00	10	10.00	0.00	8	8.00	0.00	9690	9690.00
"Total"	"Floyd County, TX"	"48153"			Not Applicable	8.00	0.00	Not Applicable	10.00	0.00	Not Applicable	8.00	0.00	9690	9690.00
	"Foard County, TX"	"48155"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	5	5.00	0.00	2124	2124.00
"Total"	"Foard County, TX"	"48155"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	2124	2124.00
	"Fort Bend County, TX"	"48157"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	142405	142405.00
"Total"	"Fort Bend County, TX"	"48157"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	142405	142405.00
	"Franklin County, TX"	"48159"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	7139	7139.00
"Total"	"Franklin County, TX"	"48159"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	7139	7139.00
	"Freestone County, TX"	"48161"	"1981"	"1981"	0	0.00	0.00	6	6.00	0.00	4	4.00	0.00	15388	15388.00
"Total"	"Freestone County, TX"	"48161"			Not Applicable	0.00	0.00	Not Applicable	6.00	0.00	Not Applicable	4.00	0.00	15388	15388.00
	"Frio County, TX"	"48163"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	13756	13756.00
"Total"	"Frio County, TX"	"48163"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	13756	13756.00
	"Gaines County, TX"	"48165"	"1981"	"1981"	5	5.00	0.00	6	6.00	0.00	8	8.00	0.00	13695	13695.00
"Total"	"Gaines County, TX"	"48165"			Not Applicable	5.00	0.00	Not Applicable	6.00	0.00	Not Applicable	8.00	0.00	13695	13695.00
	"Galveston County, TX"	"48167"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	201914	201914.00
"Total"	"Galveston County, TX"	"48167"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	201914	201914.00
	"Garza County, TX"	"48169"	"1981"	"1981"	6	6.00	0.00	8	8.00	0.00	5	5.00	0.00	5626	5626.00
"Total"	"Garza County, TX"	"48169"			Not Applicable	6.00	0.00	Not Applicable	8.00	0.00	Not Applicable	5.00	0.00	5626	5626.00
	"Gillespie County, TX"	"48171"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	13935	13935.00
"Total"	"Gillespie County, TX"	"48171"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	13935	13935.00
	"Glasscock County, TX"	"48173"	"1981"	"1981"	2	2.00	0.00	3	3.00	0.00	3	3.00	0.00	1276	1276.00
"Total"	"Glasscock County, TX"	"48173"			Not Applicable	2.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	1276	1276.00
	"Goliad County, TX"	"48175"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	5337	5337.00
"Total"	"Goliad County, TX"	"48175"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	5337	5337.00
	"Gonzales County, TX"	"48177"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	2	2.00	0.00	17582	17582.00
"Total"	"Gonzales County, TX"	"48177"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	2.00	0.00	17582	17582.00
	"Gray County, TX"	"48179"	"1981"	"1981"	8	8.00	0.00	9	9.00	0.00	8	8.00	0.00	27217	27217.00
"Total"	"Gray County, TX"	"48179"			Not Applicable	8.00	0.00	Not Applicable	9.00	0.00	Not Applicable	8.00	0.00	27217	27217.00
	"Grayson County, TX"	"48181"	"1981"	"1981"	4	4.00	0.00	5	5.00	0.00	4	4.00	0.00	91289	91289.00
"Total"	"Grayson County, TX"	"48181"			Not Applicable	4.00	0.00	Not Applicable	5.00	0.00	Not Applicable	4.00	0.00	91289	91289.00
	"Gregg County, TX"	"48183"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	4	4.00	0.00	103579	103579.00
"Total"	"Gregg County, TX"	"48183"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	103579	103579.00
	"Grimes County, TX"	"48185"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	4	4.00	0.00	14508	14508.00
"Total"	"Grimes County, TX"	"48185"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	4.00	0.00	14508	14508.00
	"Guadalupe County, TX"	"48187"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	48540	48540.00
"Total"	"Guadalupe County, TX"	"48187"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	48540	48540.00
	"Hale County, TX"	"48189"	"1981"	"1981"	8	8.00	0.00	9	9.00	0.00	10	10.00	0.00	38455	38455.00
"Total"	"Hale County, TX"	"48189"			Not Applicable	8.00	0.00	Not Applicable	9.00	0.00	Not Applicable	10.00	0.00	38455	38455.00
	"Hall County, TX"	"48191"	"1981"	"1981"	7	7.00	0.00	10	10.00	0.00	8	8.00	0.00	5355	5355.00
"Total"	"Hall County, TX"	"48191"			Not Applicable	7.00	0.00	Not Applicable	10.00	0.00	Not Applicable	8.00	0.00	5355	5355.00
	"Hamilton County, TX"	"48193"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	4	4.00	0.00	8262	8262.00
"Total"	"Hamilton County, TX"	"48193"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	4.00	0.00	8262	8262.00
	"Hansford County, TX"	"48195"	"1981"	"1981"	9	9.00	0.00	11	11.00	0.00	11	11.00	0.00	6254	6254.00
"Total"	"Hansford County, TX"	"48195"			Not Applicable	9.00	0.00	Not Applicable	11.00	0.00	Not Applicable	11.00	0.00	6254	6254.00
	"Hardeman County, TX"	"48197"	"1981"	"1981"	5	5.00	0.00	5	5.00	0.00	5	5.00	0.00	6581	6581.00
"Total"	"Hardeman County, TX"	"48197"			Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	6581	6581.00
	"Hardin County, TX"	"48199"	"1981"	"1981"	0	0.00	0.00	7	7.00	0.00	7	7.00	0.00	41487	41487.00
"Total"	"Hardin County, TX"	"48199"			Not Applicable	0.00	0.00	Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	41487	41487.00
	"Harris County, TX"	"48201"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	2555432	2555432.00
"Total"	"Harris County, TX"	"48201"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	2555432	2555432.00
	"Harrison County, TX"	"48203"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	6	6.00	0.00	53689	53689.00
"Total"	"Harrison County, TX"	"48203"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	6.00	0.00	53689	53689.00
	"Hartley County, TX"	"48205"	"1981"	"1981"	10	10.00	0.00	11	11.00	0.00	11	11.00	0.00	4134	4134.00
"Total"	"Hartley County, TX"	"48205"			Not Applicable	10.00	0.00	Not Applicable	11.00	0.00	Not Applicable	11.00	0.00	4134	4134.00
	"Haskell County, TX"	"48207"	"1981"	"1981"	4	4.00	0.00	5	5.00	0.00	5	5.00	0.00	7732	7732.00
"Total"	"Haskell County, TX"	"48207"			Not Applicable	4.00	0.00	Not Applicable	5.00	0.00	Not Applicable	5.00	0.00	7732	7732.00
	"Hays County, TX"	"48209"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	43030	43030.00
"Total"	"Hays County, TX"	"48209"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	43030	43030.00
	"Hemphill County, TX"	"48211"	"1981"	"1981"	9	9.00	0.00	9	9.00	0.00	9	9.00	0.00	5715	5715.00
"Total"	"Hemphill County, TX"	"48211"			Not Applicable	9.00	0.00	Not Applicable	9.00	0.00	Not Applicable	9.00	0.00	5715	5715.00
	"Henderson County, TX"	"48213"	"1981"	"1981"	0	0.00	0.00	6	6.00	0.00	4	4.00	0.00	44149	44149.00
"Total"	"Henderson County, TX"	"48213"			Not Applicable	0.00	0.00	Not Applicable	6.00	0.00	Not Applicable	4.00	0.00	44149	44149.00
	"Hidalgo County, TX"	"48215"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	299839	299839.00
"Total"	"Hidalgo County, TX"	"48215"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	299839	299839.00
	"Hill County, TX"	"48217"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	2	2.00	0.00	24999	24999.00
"Total"	"Hill County, TX"	"48217"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	24999	24999.00
	"Hockley County, TX"	"48219"	"1981"	"1981"	9	9.00	0.00	10	10.00	0.00	11	11.00	0.00	23983	23983.00
"Total"	"Hockley County, TX"	"48219"			Not Applicable	9.00	0.00	Not Applicable	10.00	0.00	Not Applicable	11.00	0.00	23983	23983.00
	"Hood County, TX"	"48221"	"1981"	"1981"	4	4.00	0.00	4	4.00	0.00	2	2.00	0.00	18397	18397.00
"Total"	"Hood County, TX"	"48221"			Not Applicable	4.00	0.00	Not Applicable	4.00	0.00	Not Applicable	2.00	0.00	18397	18397.00
	"Hopkins County, TX"	"48223"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	0	0.00	0.00	25575	25575.00
"Total"	"Hopkins County, TX"	"48223"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	25575	25575.00
	"Houston County, TX"	"48225"	"1981"	"1981"	0	0.00	0.00	6	6.00	0.00	4	4.00	0.00	22642	22642.00
"Total"	"Houston County, TX"	"48225"			Not Applicable	0.00	0.00	Not Applicable	6.00	0.00	Not Applicable	4.00	0.00	22642	22642.00
	"Howard County, TX"	"48227"	"1981"	"1981"	2	2.00	0.00	5	5.00	0.00	3	3.00	0.00	34274	34274.00
"Total"	"Howard County, TX"	"48227"			Not Applicable	2.00	0.00	Not Applicable	5.00	0.00	Not Applicable	3.00	0.00	34274	34274.00
	"Hudspeth County, TX"	"48229"	"1981"	"1981"	12	12.00	0.00	13	13.00	0.00	13	13.00	0.00	2938	2938.00
"Total"	"Hudspeth County, TX"	"48229"			Not Applicable	12.00	0.00	Not Applicable	13.00	0.00	Not Applicable	13.00	0.00	2938	2938.00
	"Hunt County, TX"	"48231"	"1981"	"1981"	0	0.00	0.00	0	0.00	0.00	2	2.00	0.00	56931	56931.00
"Total"	"Hunt County, TX"	"48231"			Not Applicable	0.00	0.00	Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	56931	56931.00
	"Hutchinson County, TX"	"48233"	"1981"	"1981"	9	9.00	0.00	11	11.00	0.00	11	11.00	0.00	27709	27709.00
"Total"	"Hutchinson County, TX"	"48233"			Not Applicable	9.00	0.00	Not Applicable	11.00	0.00	Not Applicable	11.00	0.00	27709	27709.00
	"Irion County, TX"	"48235"	"1981"	"1981"	0	0.00	0.00	3	3.00	0.00	3	3.00	0.00	1467	1467.00
"Total"	"Irion County, TX"	"48235"			Not Applicable	0.00	0.00	Not Applicable	3.00	0.00	Not Applicable	3.00	0.00	1467	1467.00
	"Jack County, TX"	"48237"	"1981"	"1981"	6	6.00	0.00	6	6.00	0.00	4	4.00	0.00	7533	7533.00
"Total"	"Jack County, TX"	"48237"			Not Applicable	6.00	0.00	Not Applicable	6.00	0.00	Not Applicable	4.00	0.00	7533	7533.00
	"Jackson County, TX"	"48239"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	13779	13779.00
"Total"	"Jackson County, TX"	"48239"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	13779	13779.00
	"Jasper County, TX"	"48241"	"1981"	"1981"	0	0.00	0.00	7	7.00	0.00	8	8.00	0.00	31308	31308.00
"Total"	"Jasper County, TX"	"48241"			Not Applicable	0.00	0.00	Not Applicable	7.00	0.00	Not Applicable	8.00	0.00	31308	31308.00
	"Jeff Davis County, TX"	"48243"	"1981"	"1981"	7	7.00	0.00	7	7.00	0.00	7	7.00	0.00	1709	1709.00
"Total"	"Jeff Davis County, TX"	"48243"			Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	1709	1709.00
	"Jefferson County, TX"	"48245"	"1981"	"1981"	0	0.00	0.00	7	7.00	0.00	7	7.00	0.00	252890	252890.00
"Total"	"Jefferson County, TX"	"48245"			Not Applicable	0.00	0.00	Not Applicable	7.00	0.00	Not Applicable	7.00	0.00	252890	252890.00
	"Jim Hogg County, TX"	"48247"	"1981"	"1981"	0	0.00	0.00	4	4.00	0.00	0	0.00	0.00	5279	5279.00
"Total"	"Jim Hogg County, TX"	"48247"			Not Applicable	0.00	0.00	Not Applicable	4.00	0.00	Not Applicable	0.00	0.00	5279	5279.00
	"Jim Wells County, TX"	"48249"	"1981"	"1981"	0	0.00	0.00	2	2.00	0.00	0	0.00	0.00	37388	37388.00
"Total"	"Jim Wells County, TX"	"48249"			Not Applicable	0.00	0.00	Not Applicable	2.00	0.00	Not Applicable	0.00	0.00	37388	37388.00
	"Johnson County, TX"	"48251"	"1981"	"1981"	2	2.00	0.00	2	2.00	0.00	2	2.00	0.00	70057	70057.00
