"Notes"	"County"	"County Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Edgefield County, SC"	"45037"	"Sep, 1979"	"1979/09"	14715.60	240	5825.20	24526.90
	"Edgefield County, SC"	"45037"	"Oct, 1979"	"1979/10"	16472.18	248	6800.10	20968.80
	"Edgefield County, SC"	"45037"	"Nov, 1979"	"1979/11"	11556.62	240	4774.90	15711.90
	"Edgefield County, SC"	"45037"	"Dec, 1979"	"1979/12"	9218.94	248	2565.90	12718.20
"Total"	"Edgefield County, SC"	"45037"			16863.56	2920	2565.90	34278.00
	"Fairfield County, SC"	"45039"	"Jan, 1979"	"1979/01"	9610.57	310	3304.90	14506.70
	"Fairfield County, SC"	"45039"	"Feb, 1979"	"1979/02"	11985.92	280	4381.10	18590.40
	"Fairfield County, SC"	"45039"	"Mar, 1979"	"1979/03"	17002.96	310	7969.60	21745.50
	"Fairfield County, SC"	"45039"	"Apr, 1979"	"1979/04"	21047.41	300	9066.60	26725.30
	"Fairfield County, SC"	"45039"	"May, 1979"	"1979/05"	22718.61	310	14490.30	31320.00
	"Fairfield County, SC"	"45039"	"Jun, 1979"	"1979/06"	22708.88	300	10193.20	32458.70
	"Fairfield County, SC"	"45039"	"Jul, 1979"	"1979/07"	21929.92	310	5948.30	34449.90
	"Fairfield County, SC"	"45039"	"Aug, 1979"	"1979/08"	23396.28	310	11687.90	31184.00
	"Fairfield County, SC"	"45039"	"Sep, 1979"	"1979/09"	15165.69	300	6037.70	24956.00
	"Fairfield County, SC"	"45039"	"Oct, 1979"	"1979/10"	16116.28	310	6860.60	21093.80
	"Fairfield County, SC"	"45039"	"Nov, 1979"	"1979/11"	11409.84	300	3336.80	15478.20
	"Fairfield County, SC"	"45039"	"Dec, 1979"	"1979/12"	9189.79	310	2337.30	12530.80
"Total"	"Fairfield County, SC"	"45039"			16888.92	3650	2337.30	34449.90
	"Florence County, SC"	"45041"	"Jan, 1979"	"1979/01"	9641.36	434	2897.70	15094.30
	"Florence County, SC"	"45041"	"Feb, 1979"	"1979/02"	12048.76	392	5118.50	18026.20
	"Florence County, SC"	"45041"	"Mar, 1979"	"1979/03"	17958.74	434	6279.50	24286.00
	"Florence County, SC"	"45041"	"Apr, 1979"	"1979/04"	21625.14	420	9621.00	27310.70
	"Florence County, SC"	"45041"	"May, 1979"	"1979/05"	22179.94	434	11407.90	31305.70
	"Florence County, SC"	"45041"	"Jun, 1979"	"1979/06"	21988.97	420	10584.10	32142.50
	"Florence County, SC"	"45041"	"Jul, 1979"	"1979/07"	22487.95	434	7265.70	35067.90
	"Florence County, SC"	"45041"	"Aug, 1979"	"1979/08"	23200.75	434	9724.40	31303.20
	"Florence County, SC"	"45041"	"Sep, 1979"	"1979/09"	13842.02	420	6895.00	24380.10
	"Florence County, SC"	"45041"	"Oct, 1979"	"1979/10"	16080.89	434	7689.80	21031.10
	"Florence County, SC"	"45041"	"Nov, 1979"	"1979/11"	11964.92	420	5460.00	16587.10
	"Florence County, SC"	"45041"	"Dec, 1979"	"1979/12"	9615.22	434	2348.60	12915.10
"Total"	"Florence County, SC"	"45041"			16920.84	5110	2348.60	35067.90
	"Georgetown County, SC"	"45043"	"Jan, 1979"	"1979/01"	10686.68	434	3129.10	16389.10
	"Georgetown County, SC"	"45043"	"Feb, 1979"	"1979/02"	12667.92	392	3539.50	20824.20
	"Georgetown County, SC"	"45043"	"Mar, 1979"	"1979/03"	19164.30	434	6360.70	26939.30
	"Georgetown County, SC"	"45043"	"Apr, 1979"	"1979/04"	22441.47	420	9504.70	29485.60
	"Georgetown County, SC"	"45043"	"May, 1979"	"1979/05"	23102.88	434	11314.70	33040.20
	"Georgetown County, SC"	"45043"	"Jun, 1979"	"1979/06"	23100.09	420	10681.30	33694.80
	"Georgetown County, SC"	"45043"	"Jul, 1979"	"1979/07"	23362.64	434	7756.00	35450.90
	"Georgetown County, SC"	"45043"	"Aug, 1979"	"1979/08"	23103.33	434	9063.60	31882.40
	"Georgetown County, SC"	"45043"	"Sep, 1979"	"1979/09"	14371.62	420	7241.00	25456.30
	"Georgetown County, SC"	"45043"	"Oct, 1979"	"1979/10"	17011.29	434	8827.60	22329.70
	"Georgetown County, SC"	"45043"	"Nov, 1979"	"1979/11"	12843.63	420	5517.30	17908.00
	"Georgetown County, SC"	"45043"	"Dec, 1979"	"1979/12"	10459.02	434	2102.20	13673.70
"Total"	"Georgetown County, SC"	"45043"			17728.77	5110	2102.20	35450.90
	"Greenville County, SC"	"45045"	"Jan, 1979"	"1979/01"	8931.93	403	2226.30	13880.10
	"Greenville County, SC"	"45045"	"Feb, 1979"	"1979/02"	11560.17	364	4032.10	18205.60
	"Greenville County, SC"	"45045"	"Mar, 1979"	"1979/03"	16603.70	403	5555.40	23138.00
	"Greenville County, SC"	"45045"	"Apr, 1979"	"1979/04"	20073.29	390	6142.50	26803.90
	"Greenville County, SC"	"45045"	"May, 1979"	"1979/05"	22128.15	403	9874.80	31293.10
	"Greenville County, SC"	"45045"	"Jun, 1979"	"1979/06"	23338.64	390	8253.40	31992.40
	"Greenville County, SC"	"45045"	"Jul, 1979"	"1979/07"	20548.24	403	5975.50	32838.00
	"Greenville County, SC"	"45045"	"Aug, 1979"	"1979/08"	22188.85	403	12424.60	29754.10
	"Greenville County, SC"	"45045"	"Sep, 1979"	"1979/09"	15828.61	390	4864.10	24507.50
	"Greenville County, SC"	"45045"	"Oct, 1979"	"1979/10"	15489.70	403	5118.40	20641.50
	"Greenville County, SC"	"45045"	"Nov, 1979"	"1979/11"	10541.11	390	2952.80	14756.20
	"Greenville County, SC"	"45045"	"Dec, 1979"	"1979/12"	8569.96	403	2227.30	12031.30
"Total"	"Greenville County, SC"	"45045"			16343.59	4745	2226.30	32838.00
	"Greenwood County, SC"	"45047"	"Jan, 1979"	"1979/01"	9635.35	279	2495.70	14501.60
	"Greenwood County, SC"	"45047"	"Feb, 1979"	"1979/02"	11943.02	252	3976.50	18692.40
	"Greenwood County, SC"	"45047"	"Mar, 1979"	"1979/03"	17013.51	279	7015.50	22545.30
	"Greenwood County, SC"	"45047"	"Apr, 1979"	"1979/04"	19931.85	270	7534.20	26116.30
	"Greenwood County, SC"	"45047"	"May, 1979"	"1979/05"	22265.99	279	14053.60	31420.80
	"Greenwood County, SC"	"45047"	"Jun, 1979"	"1979/06"	23147.54	270	10050.70	32918.20
	"Greenwood County, SC"	"45047"	"Jul, 1979"	"1979/07"	22220.28	279	5620.30	33853.90
	"Greenwood County, SC"	"45047"	"Aug, 1979"	"1979/08"	22733.78	279	11129.90	30988.00
	"Greenwood County, SC"	"45047"	"Sep, 1979"	"1979/09"	15170.89	270	6205.90	24749.40
	"Greenwood County, SC"	"45047"	"Oct, 1979"	"1979/10"	16335.75	279	6595.00	20995.00
	"Greenwood County, SC"	"45047"	"Nov, 1979"	"1979/11"	11213.53	270	3413.40	15464.50
	"Greenwood County, SC"	"45047"	"Dec, 1979"	"1979/12"	9008.27	279	2402.40	12374.10
"Total"	"Greenwood County, SC"	"45047"			16750.46	3285	2402.40	33853.90
	"Hampton County, SC"	"45049"	"Jan, 1979"	"1979/01"	10493.50	248	2696.90	15572.40
	"Hampton County, SC"	"45049"	"Feb, 1979"	"1979/02"	12192.26	224	3211.10	20206.90
	"Hampton County, SC"	"45049"	"Mar, 1979"	"1979/03"	18461.81	248	10691.90	24663.50
	"Hampton County, SC"	"45049"	"Apr, 1979"	"1979/04"	20550.17	240	7465.70	27776.30
	"Hampton County, SC"	"45049"	"May, 1979"	"1979/05"	22512.04	248	13538.20	32325.80
	"Hampton County, SC"	"45049"	"Jun, 1979"	"1979/06"	22870.65	240	11066.80	33030.20
	"Hampton County, SC"	"45049"	"Jul, 1979"	"1979/07"	23445.06	248	10411.40	35497.50
	"Hampton County, SC"	"45049"	"Aug, 1979"	"1979/08"	23733.62	248	9799.60	31233.70
	"Hampton County, SC"	"45049"	"Sep, 1979"	"1979/09"	14324.84	240	6011.90	23714.90
	"Hampton County, SC"	"45049"	"Oct, 1979"	"1979/10"	17164.76	248	9754.10	21670.50
	"Hampton County, SC"	"45049"	"Nov, 1979"	"1979/11"	12791.22	240	7309.90	17406.30
	"Hampton County, SC"	"45049"	"Dec, 1979"	"1979/12"	10562.60	248	2077.50	13894.00
"Total"	"Hampton County, SC"	"45049"			17465.93	2920	2077.50	35497.50
	"Horry County, SC"	"45051"	"Jan, 1979"	"1979/01"	10217.94	558	3171.10	16226.70
	"Horry County, SC"	"45051"	"Feb, 1979"	"1979/02"	12497.04	504	4870.40	19997.30
	"Horry County, SC"	"45051"	"Mar, 1979"	"1979/03"	18971.19	558	5773.90	26396.00
	"Horry County, SC"	"45051"	"Apr, 1979"	"1979/04"	22707.99	540	10188.70	29755.10
	"Horry County, SC"	"45051"	"May, 1979"	"1979/05"	23270.37	558	12708.90	34676.70
	"Horry County, SC"	"45051"	"Jun, 1979"	"1979/06"	24163.48	540	10894.20	35551.10
	"Horry County, SC"	"45051"	"Jul, 1979"	"1979/07"	23344.30	558	7109.20	37595.20
	"Horry County, SC"	"45051"	"Aug, 1979"	"1979/08"	23589.87	558	9669.80	33702.00
	"Horry County, SC"	"45051"	"Sep, 1979"	"1979/09"	14335.64	540	6333.20	26301.80
	"Horry County, SC"	"45051"	"Oct, 1979"	"1979/10"	16535.05	558	8165.50	22169.50
	"Horry County, SC"	"45051"	"Nov, 1979"	"1979/11"	12490.27	540	5539.20	17858.60
	"Horry County, SC"	"45051"	"Dec, 1979"	"1979/12"	10060.87	558	2254.00	13257.50
"Total"	"Horry County, SC"	"45051"			17716.48	6570	2254.00	37595.20
	"Jasper County, SC"	"45053"	"Jan, 1979"	"1979/01"	10985.41	310	2835.50	16418.00
	"Jasper County, SC"	"45053"	"Feb, 1979"	"1979/02"	12380.30	280	2699.90	20956.50
	"Jasper County, SC"	"45053"	"Mar, 1979"	"1979/03"	18966.80	310	10099.70	25182.30
	"Jasper County, SC"	"45053"	"Apr, 1979"	"1979/04"	21030.25	300	6899.70	28444.30
	"Jasper County, SC"	"45053"	"May, 1979"	"1979/05"	23171.36	310	13435.90	32862.70
	"Jasper County, SC"	"45053"	"Jun, 1979"	"1979/06"	22688.19	300	12481.00	33050.00
	"Jasper County, SC"	"45053"	"Jul, 1979"	"1979/07"	24179.05	310	12730.20	35963.90
	"Jasper County, SC"	"45053"	"Aug, 1979"	"1979/08"	24002.25	310	10425.10	32135.20
	"Jasper County, SC"	"45053"	"Sep, 1979"	"1979/09"	14455.39	300	5863.70	22899.70
	"Jasper County, SC"	"45053"	"Oct, 1979"	"1979/10"	17500.65	310	10112.90	22490.60
	"Jasper County, SC"	"45053"	"Nov, 1979"	"1979/11"	13151.86	300	8102.70	17814.10
	"Jasper County, SC"	"45053"	"Dec, 1979"	"1979/12"	10972.64	310	2005.90	14273.60
"Total"	"Jasper County, SC"	"45053"			17834.36	3650	2005.90	35963.90
	"Kershaw County, SC"	"45055"	"Jan, 1979"	"1979/01"	9472.20	341	3115.40	14482.10
	"Kershaw County, SC"	"45055"	"Feb, 1979"	"1979/02"	11998.84	308	4556.20	18580.50
	"Kershaw County, SC"	"45055"	"Mar, 1979"	"1979/03"	17308.63	341	7697.10	22220.10
	"Kershaw County, SC"	"45055"	"Apr, 1979"	"1979/04"	21024.21	330	8758.70	26675.70
	"Kershaw County, SC"	"45055"	"May, 1979"	"1979/05"	22358.52	341	14000.60	31230.80
	"Kershaw County, SC"	"45055"	"Jun, 1979"	"1979/06"	22449.61	330	12556.70	32626.40
	"Kershaw County, SC"	"45055"	"Jul, 1979"	"1979/07"	22025.55	341	6122.30	34890.10
	"Kershaw County, SC"	"45055"	"Aug, 1979"	"1979/08"	23617.95	341	11016.40	31413.20
	"Kershaw County, SC"	"45055"	"Sep, 1979"	"1979/09"	14717.07	330	5812.50	24628.10
	"Kershaw County, SC"	"45055"	"Oct, 1979"	"1979/10"	15997.63	341	6982.90	20974.80
	"Kershaw County, SC"	"45055"	"Nov, 1979"	"1979/11"	11496.06	330	4496.00	15381.50
	"Kershaw County, SC"	"45055"	"Dec, 1979"	"1979/12"	9232.68	341	2216.00	12489.00
"Total"	"Kershaw County, SC"	"45055"			16841.05	4015	2216.00	34890.10
	"Lancaster County, SC"	"45057"	"Jan, 1979"	"1979/01"	9276.80	310	3372.30	14287.00
	"Lancaster County, SC"	"45057"	"Feb, 1979"	"1979/02"	11876.61	280	4321.20	18404.50
	"Lancaster County, SC"	"45057"	"Mar, 1979"	"1979/03"	16920.88	310	7167.40	21740.30
	"Lancaster County, SC"	"45057"	"Apr, 1979"	"1979/04"	20956.22	300	9073.80	26682.30
	"Lancaster County, SC"	"45057"	"May, 1979"	"1979/05"	22563.32	310	13376.50	31148.20
	"Lancaster County, SC"	"45057"	"Jun, 1979"	"1979/06"	22409.01	300	10988.70	31847.40
	"Lancaster County, SC"	"45057"	"Jul, 1979"	"1979/07"	22080.76	310	5594.40	34693.10
	"Lancaster County, SC"	"45057"	"Aug, 1979"	"1979/08"	23067.08	310	14251.80	30945.90
	"Lancaster County, SC"	"45057"	"Sep, 1979"	"1979/09"	15285.19	300	5451.50	24671.30
	"Lancaster County, SC"	"45057"	"Oct, 1979"	"1979/10"	15677.93	310	6672.40	20819.40
	"Lancaster County, SC"	"45057"	"Nov, 1979"	"1979/11"	11111.75	300	3824.00	15243.70
	"Lancaster County, SC"	"45057"	"Dec, 1979"	"1979/12"	9047.69	310	2294.30	12304.20
"Total"	"Lancaster County, SC"	"45057"			16720.76	3650	2294.30	34693.10
	"Laurens County, SC"	"45059"	"Jan, 1979"	"1979/01"	9356.54	341	2401.30	14179.00
	"Laurens County, SC"	"45059"	"Feb, 1979"	"1979/02"	11955.05	308	4037.90	18688.00
	"Laurens County, SC"	"45059"	"Mar, 1979"	"1979/03"	16744.31	341	6979.20	22687.60
	"Laurens County, SC"	"45059"	"Apr, 1979"	"1979/04"	20132.68	330	8870.70	26428.00
	"Laurens County, SC"	"45059"	"May, 1979"	"1979/05"	22420.96	341	13092.90	31384.90
	"Laurens County, SC"	"45059"	"Jun, 1979"	"1979/06"	23160.38	330	7607.40	32437.40
	"Laurens County, SC"	"45059"	"Jul, 1979"	"1979/07"	21715.22	341	5687.60	33092.50
	"Laurens County, SC"	"45059"	"Aug, 1979"	"1979/08"	22420.89	341	11507.90	30094.10
	"Laurens County, SC"	"45059"	"Sep, 1979"	"1979/09"	15599.32	330	6526.60	24667.70
	"Laurens County, SC"	"45059"	"Oct, 1979"	"1979/10"	15904.82	341	6514.70	20740.10
	"Laurens County, SC"	"45059"	"Nov, 1979"	"1979/11"	10881.92	330	3299.50	15261.10
	"Laurens County, SC"	"45059"	"Dec, 1979"	"1979/12"	8795.35	341	2194.50	12179.60
"Total"	"Laurens County, SC"	"45059"			16619.37	4015	2194.50	33092.50
	"Lee County, SC"	"45061"	"Jan, 1979"	"1979/01"	9452.97	217	3045.80	14438.00
	"Lee County, SC"	"45061"	"Feb, 1979"	"1979/02"	11948.01	196	4772.50	18244.10
	"Lee County, SC"	"45061"	"Mar, 1979"	"1979/03"	17619.28	217	6909.10	23093.90
	"Lee County, SC"	"45061"	"Apr, 1979"	"1979/04"	21197.20	210	8845.20	26747.30
	"Lee County, SC"	"45061"	"May, 1979"	"1979/05"	22324.99	217	12744.30	31125.40
	"Lee County, SC"	"45061"	"Jun, 1979"	"1979/06"	22180.62	210	11235.70	32579.10
	"Lee County, SC"	"45061"	"Jul, 1979"	"1979/07"	22244.23	217	6546.20	35091.60
	"Lee County, SC"	"45061"	"Aug, 1979"	"1979/08"	23836.63	217	10388.70	31406.00
	"Lee County, SC"	"45061"	"Sep, 1979"	"1979/09"	14403.96	210	6038.60	24572.20
	"Lee County, SC"	"45061"	"Oct, 1979"	"1979/10"	15960.77	217	7786.30	20734.20
	"Lee County, SC"	"45061"	"Nov, 1979"	"1979/11"	11603.51	210	5925.80	15557.10
	"Lee County, SC"	"45061"	"Dec, 1979"	"1979/12"	9238.50	217	2216.50	12416.00
"Total"	"Lee County, SC"	"45061"			16868.77	2555	2216.50	35091.60
	"Lexington County, SC"	"45063"	"Jan, 1979"	"1979/01"	9915.88	372	3149.90	14832.40
	"Lexington County, SC"	"45063"	"Feb, 1979"	"1979/02"	12030.59	336	4685.60	18920.00
	"Lexington County, SC"	"45063"	"Mar, 1979"	"1979/03"	17413.94	372	8246.10	23364.40
	"Lexington County, SC"	"45063"	"Apr, 1979"	"1979/04"	20719.54	360	7265.60	26333.20
	"Lexington County, SC"	"45063"	"May, 1979"	"1979/05"	22357.70	372	13602.60	31632.70
	"Lexington County, SC"	"45063"	"Jun, 1979"	"1979/06"	22314.47	360	9690.40	32666.70
	"Lexington County, SC"	"45063"	"Jul, 1979"	"1979/07"	22344.63	372	6056.30	34917.30
	"Lexington County, SC"	"45063"	"Aug, 1979"	"1979/08"	23303.34	372	9916.80	31038.30
	"Lexington County, SC"	"45063"	"Sep, 1979"	"1979/09"	14549.30	360	6021.70	24970.10
	"Lexington County, SC"	"45063"	"Oct, 1979"	"1979/10"	16441.46	372	6774.10	21093.50
	"Lexington County, SC"	"45063"	"Nov, 1979"	"1979/11"	11712.90	360	4447.70	15807.00
	"Lexington County, SC"	"45063"	"Dec, 1979"	"1979/12"	9376.78	372	2742.00	12746.70
"Total"	"Lexington County, SC"	"45063"			16908.24	4380	2742.00	34917.30
	"McCormick County, SC"	"45065"	"Jan, 1979"	"1979/01"	9906.69	186	2712.30	14794.00
	"McCormick County, SC"	"45065"	"Feb, 1979"	"1979/02"	11925.96	168	3855.80	18669.20
	"McCormick County, SC"	"45065"	"Mar, 1979"	"1979/03"	17504.14	186	8412.60	23169.40
	"McCormick County, SC"	"45065"	"Apr, 1979"	"1979/04"	19948.10	180	7650.30	25829.40
	"McCormick County, SC"	"45065"	"May, 1979"	"1979/05"	22057.97	186	13422.30	31356.30
	"McCormick County, SC"	"45065"	"Jun, 1979"	"1979/06"	23417.32	180	13628.50	33161.10
	"McCormick County, SC"	"45065"	"Jul, 1979"	"1979/07"	22215.61	186	5577.00	34111.50
	"McCormick County, SC"	"45065"	"Aug, 1979"	"1979/08"	23012.29	186	11042.40	31140.90
	"McCormick County, SC"	"45065"	"Sep, 1979"	"1979/09"	14974.69	180	5813.70	24752.10
	"McCormick County, SC"	"45065"	"Oct, 1979"	"1979/10"	16653.76	186	6617.70	21178.10
	"McCormick County, SC"	"45065"	"Nov, 1979"	"1979/11"	11628.27	180	4746.00	15798.30
	"McCormick County, SC"	"45065"	"Dec, 1979"	"1979/12"	9291.75	186	2708.00	12809.10
"Total"	"McCormick County, SC"	"45065"			16912.02	2190	2708.00	34111.50
	"Marion County, SC"	"45067"	"Jan, 1979"	"1979/01"	9624.79	248	3075.50	15330.80
	"Marion County, SC"	"45067"	"Feb, 1979"	"1979/02"	12061.37	224	5148.40	18260.30
	"Marion County, SC"	"45067"	"Mar, 1979"	"1979/03"	18017.40	248	6614.30	24535.10
	"Marion County, SC"	"45067"	"Apr, 1979"	"1979/04"	21853.56	240	10149.50	27443.40
	"Marion County, SC"	"45067"	"May, 1979"	"1979/05"	22093.69	248	11950.80	31347.70
	"Marion County, SC"	"45067"	"Jun, 1979"	"1979/06"	22027.49	240	9905.20	31807.60
	"Marion County, SC"	"45067"	"Jul, 1979"	"1979/07"	22380.83	248	7295.90	34402.60
	"Marion County, SC"	"45067"	"Aug, 1979"	"1979/08"	22798.14	248	9639.50	30798.00
	"Marion County, SC"	"45067"	"Sep, 1979"	"1979/09"	13631.82	240	6414.70	24159.40
	"Marion County, SC"	"45067"	"Oct, 1979"	"1979/10"	16044.12	248	7869.10	21059.20
	"Marion County, SC"	"45067"	"Nov, 1979"	"1979/11"	11943.00	240	5542.30	16746.10
	"Marion County, SC"	"45067"	"Dec, 1979"	"1979/12"	9695.35	248	2777.20	13066.30
"Total"	"Marion County, SC"	"45067"			16881.31	2920	2777.20	34402.60
	"Marlboro County, SC"	"45069"	"Jan, 1979"	"1979/01"	9105.06	248	2803.60	14156.20
	"Marlboro County, SC"	"45069"	"Feb, 1979"	"1979/02"	11860.84	224	4921.30	17584.50
	"Marlboro County, SC"	"45069"	"Mar, 1979"	"1979/03"	17630.10	248	5958.20	22507.20
	"Marlboro County, SC"	"45069"	"Apr, 1979"	"1979/04"	21514.60	240	8657.90	26969.20
	"Marlboro County, SC"	"45069"	"May, 1979"	"1979/05"	21835.17	248	14428.30	30009.20
	"Marlboro County, SC"	"45069"	"Jun, 1979"	"1979/06"	22335.05	240	12665.60	31828.40
	"Marlboro County, SC"	"45069"	"Jul, 1979"	"1979/07"	22231.98	248	7077.30	34177.80
	"Marlboro County, SC"	"45069"	"Aug, 1979"	"1979/08"	23214.79	248	14065.90	30908.60
	"Marlboro County, SC"	"45069"	"Sep, 1979"	"1979/09"	14243.25	240	5293.10	24142.90
	"Marlboro County, SC"	"45069"	"Oct, 1979"	"1979/10"	15816.03	248	7645.80	20736.60
	"Marlboro County, SC"	"45069"	"Nov, 1979"	"1979/11"	11128.26	240	5545.20	15297.40
	"Marlboro County, SC"	"45069"	"Dec, 1979"	"1979/12"	9283.42	248	2199.20	12213.00
"Total"	"Marlboro County, SC"	"45069"			16716.03	2920	2199.20	34177.80
	"Newberry County, SC"	"45071"	"Jan, 1979"	"1979/01"	9707.51	341	2995.30	14758.10
	"Newberry County, SC"	"45071"	"Feb, 1979"	"1979/02"	12106.94	308	4302.50	18936.20
	"Newberry County, SC"	"45071"	"Mar, 1979"	"1979/03"	17002.82	341	7847.20	22469.20
	"Newberry County, SC"	"45071"	"Apr, 1979"	"1979/04"	20604.35	330	8778.30	26493.60
	"Newberry County, SC"	"45071"	"May, 1979"	"1979/05"	22638.90	341	13736.10	31638.00
	"Newberry County, SC"	"45071"	"Jun, 1979"	"1979/06"	23038.16	330	8634.60	32851.10
	"Newberry County, SC"	"45071"	"Jul, 1979"	"1979/07"	22330.58	341	5737.60	34852.40
	"Newberry County, SC"	"45071"	"Aug, 1979"	"1979/08"	23035.65	341	11248.10	31397.00
	"Newberry County, SC"	"45071"	"Sep, 1979"	"1979/09"	15230.95	330	5964.00	24958.80
	"Newberry County, SC"	"45071"	"Oct, 1979"	"1979/10"	16183.56	341	6691.80	21244.30
	"Newberry County, SC"	"45071"	"Nov, 1979"	"1979/11"	11373.99	330	3441.90	15736.30
	"Newberry County, SC"	"45071"	"Dec, 1979"	"1979/12"	9155.22	341	2379.70	12632.50
"Total"	"Newberry County, SC"	"45071"			16898.90	4015	2379.70	34852.40
	"Oconee County, SC"	"45073"	"Jan, 1979"	"1979/01"	9076.97	341	2218.10	14096.90
	"Oconee County, SC"	"45073"	"Feb, 1979"	"1979/02"	11408.90	308	3958.90	18039.30
	"Oconee County, SC"	"45073"	"Mar, 1979"	"1979/03"	16478.30	341	5110.20	23107.40
	"Oconee County, SC"	"45073"	"Apr, 1979"	"1979/04"	19740.43	330	6281.40	26547.40
	"Oconee County, SC"	"45073"	"May, 1979"	"1979/05"	21619.44	341	9039.80	31114.10
	"Oconee County, SC"	"45073"	"Jun, 1979"	"1979/06"	23637.32	330	11980.90	32049.40
	"Oconee County, SC"	"45073"	"Jul, 1979"	"1979/07"	20550.18	341	7005.10	32816.00
	"Oconee County, SC"	"45073"	"Aug, 1979"	"1979/08"	22071.04	341	12444.70	29689.20
	"Oconee County, SC"	"45073"	"Sep, 1979"	"1979/09"	15910.63	330	5564.70	24372.10
	"Oconee County, SC"	"45073"	"Oct, 1979"	"1979/10"	15829.34	341	5633.70	21145.00
	"Oconee County, SC"	"45073"	"Nov, 1979"	"1979/11"	10542.03	330	2989.10	15090.00
	"Oconee County, SC"	"45073"	"Dec, 1979"	"1979/12"	8747.30	341	2299.40	12349.10
"Total"	"Oconee County, SC"	"45073"			16328.52	4015	2218.10	32816.00
	"Orangeburg County, SC"	"45075"	"Jan, 1979"	"1979/01"	10324.05	589	2915.90	15725.40
	"Orangeburg County, SC"	"45075"	"Feb, 1979"	"1979/02"	12286.23	532	4719.40	19844.70
	"Orangeburg County, SC"	"45075"	"Mar, 1979"	"1979/03"	18202.50	589	8707.50	24503.10
	"Orangeburg County, SC"	"45075"	"Apr, 1979"	"1979/04"	20776.75	570	7399.30	26976.10
	"Orangeburg County, SC"	"45075"	"May, 1979"	"1979/05"	22672.07	589	10496.90	32239.40
	"Orangeburg County, SC"	"45075"	"Jun, 1979"	"1979/06"	22292.71	570	9858.60	32885.40
	"Orangeburg County, SC"	"45075"	"Jul, 1979"	"1979/07"	22904.27	589	6862.20	35738.20
	"Orangeburg County, SC"	"45075"	"Aug, 1979"	"1979/08"	23428.96	589	9237.20	31462.50
	"Orangeburg County, SC"	"45075"	"Sep, 1979"	"1979/09"	14218.07	570	6662.10	24972.10
	"Orangeburg County, SC"	"45075"	"Oct, 1979"	"1979/10"	16793.48	589	8089.00	21876.00
	"Orangeburg County, SC"	"45075"	"Nov, 1979"	"1979/11"	12144.09	570	5654.50	16983.10
	"Orangeburg County, SC"	"45075"	"Dec, 1979"	"1979/12"	10019.11	589	2322.40	13526.10
"Total"	"Orangeburg County, SC"	"45075"			17209.97	6935	2322.40	35738.20
	"Pickens County, SC"	"45077"	"Jan, 1979"	"1979/01"	8889.97	248	2239.90	13650.40
	"Pickens County, SC"	"45077"	"Feb, 1979"	"1979/02"	11332.50	224	4022.30	18049.20
	"Pickens County, SC"	"45077"	"Mar, 1979"	"1979/03"	16447.79	248	5508.30	23133.40
	"Pickens County, SC"	"45077"	"Apr, 1979"	"1979/04"	19841.12	240	6232.30	26827.20
	"Pickens County, SC"	"45077"	"May, 1979"	"1979/05"	21862.92	248	8968.70	31338.40
	"Pickens County, SC"	"45077"	"Jun, 1979"	"1979/06"	23519.38	240	10191.00	32188.80
	"Pickens County, SC"	"45077"	"Jul, 1979"	"1979/07"	20032.86	248	6854.70	32122.00
	"Pickens County, SC"	"45077"	"Aug, 1979"	"1979/08"	21987.96	248	13119.70	29306.30
	"Pickens County, SC"	"45077"	"Sep, 1979"	"1979/09"	15845.07	240	4856.10	24210.20
	"Pickens County, SC"	"45077"	"Oct, 1979"	"1979/10"	15446.97	248	5180.80	20732.20
	"Pickens County, SC"	"45077"	"Nov, 1979"	"1979/11"	10542.64	240	2960.90	14809.10
	"Pickens County, SC"	"45077"	"Dec, 1979"	"1979/12"	8596.63	248	2255.00	12082.70
"Total"	"Pickens County, SC"	"45077"			16221.85	2920	2239.90	32188.80
